Id,Authors,Article Title,Journal Title,Journal Abbreviation,MedlinePgn,Volume,Date,PMID,Book Accession,DOI,Abstract,Publication Type,Query,Topic,Impact Factor > 8,Impact Factor Number
201,"MP. Smith, B. Sanchez-Laorden, K. O'Brien, H. Brunton, J. Ferguson, H. Young, N. Dhomen, KT. Flaherty, DT. Frederick, ZA. Cooper, JA. Wargo, R. Marais and C. Wellbrock, ",The immune microenvironment confers resistance to MAPK pathway inhibitors through macrophage-derived TNFα.,Cancer discovery ,Cancer Discov,1214-1229,4(10) ,(Oct. 2014). ,25256614,,DOI 10.1158/2159-8290.CD-13-1007.,"Recently, the rationale for combining targeted therapy with immunotherapy has come to light, but our understanding of the immune response during MAPK pathway inhibitor treatment is limited. We discovered that the immune microenvironment can act as a source of resistance to MAPK pathway-targeted therapy, and moreover during treatment this source becomes reinforced. In particular, we identified macrophage-derived TNFα as a crucial melanoma growth factor that provides resistance to MAPK pathway inhibitors through the lineage transcription factor MITF (microphthalmia transcription factor). Most strikingly, in BRAF-mutant melanomas of patients and BRAF(V600E) melanoma allografts, MAPK pathway inhibitors increased the number of tumor-associated macrophages, and TNFα and MITF expression. Inhibiting TNFα signaling with IκB kinase inhibitors profoundly enhanced the efficacy of MAPK pathway inhibitors by targeting not only the melanoma cells but also the microenvironment. In summary, we identify the immune microenvironment as a novel source of resistance and reveal a new strategy to improve the efficacy of targeted therapy in melanoma.","|Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,38.272
202,"MJ. Booth, TW. Ost, D. Beraldi, NM. Bell, MR. Branco, W. Reik and S. Balasubramanian, ",Oxidative bisulfite sequencing of 5-methylcytosine and 5-hydroxymethylcytosine.,Nature protocols ,Nat Protoc,1841-51,8(10) ,(Oct. 2013). ,24008380,,DOI 10.1038/nprot.2013.115.,"To uncover the function of and interplay between the mammalian cytosine modifications 5-methylcytosine (5mC) and 5-hydroxymethylcytosine (5hmC), new techniques and advances in current technology are needed. To this end, we have developed oxidative bisulfite sequencing (oxBS-seq), which can quantitatively locate 5mC and 5hmC marks at single-base resolution in genomic DNA. In bisulfite sequencing (BS-seq), both 5mC and 5hmC are read as cytosines and thus cannot be discriminated; however, in oxBS-seq, specific oxidation of 5hmC to 5-formylcytosine (5fC) and conversion of the newly formed 5fC to uracil (under bisulfite conditions) means that 5hmC can be discriminated from 5mC. A positive readout of actual 5mC is gained from a single oxBS-seq run, and 5hmC levels are inferred by comparison with a BS-seq run. Here we describe an optimized second-generation protocol that can be completed in 2 d.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,17.021
203,"EC. de Bruin, N. McGranahan, R. Mitter, M. Salm, DC. Wedge, L. Yates, M. Jamal-Hanjani, S. Shafi, N. Murugaesu, AJ. Rowan, E. Grönroos, MA. Muhammad, S. Horswell, M. Gerlinger, I. Varela, D. Jones, J. Marshall, T. Voet, P. Van Loo, DM. Rassl, RC. Rintoul, SM. Janes, SM. Lee, M. Forster, T. Ahmad, D. Lawrence, M. Falzon, A. Capitanio, TT. Harkins, CC. Lee, W. Tom, E. Teefe, SC. Chen, S. Begum, A. Rabinowitz, B. Phillimore, B. Spencer-Dene, G. Stamp, Z. Szallasi, N. Matthews, A. Stewart, P. Campbell and C. Swanton, ",Spatial and temporal diversity in genomic instability processes defines lung cancer evolution.,"Science (New York, N.Y.) ",Science,251-6,346(6206) ,(Oct. 2014). ,25301630,,DOI 10.1126/science.1253462.,"Spatial and temporal dissection of the genomic changes occurring during the evolution of human non-small cell lung cancer (NSCLC) may help elucidate the basis for its dismal prognosis. We sequenced 25 spatially distinct regions from seven operable NSCLCs and found evidence of branched evolution, with driver mutations arising before and after subclonal diversification. There was pronounced intratumor heterogeneity in copy number alterations, translocations, and mutations associated with APOBEC cytidine deaminase activity. Despite maintained carcinogen exposure, tumors from smokers showed a relative decrease in smoking-related mutations over time, accompanied by an increase in APOBEC-associated mutations. In tumors from former smokers, genome-doubling occurred within a smoking-signature context before subclonal diversification, which suggested that a long period of tumor latency had preceded clinical detection. The regionally separated driver mutations, coupled with the relentless and heterogeneous nature of the genome instability processes, are likely to confound treatment success in NSCLC.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,63.714
204,"TW. Owens, RL. Rogers, S. Best, A. Ledger, AM. Mooney, A. Ferguson, P. Shore, A. Swarbrick, CJ. Ormandy, PT. Simpson, JS. Carroll, J. Visvader and MJ. Naylor, ",Runx2 is a novel regulator of mammary epithelial cell fate in development and breast cancer.,Cancer research ,Cancer Res,5277-5286,74(18) ,(Sep. 2014). ,25056120,,DOI 10.1158/0008-5472.CAN-14-0053.,"Regulators of differentiated cell fate can offer targets for managing cancer development and progression. Here, we identify Runx2 as a new regulator of epithelial cell fate in mammary gland development and breast cancer. Runx2 is expressed in the epithelium of pregnant mice in a strict temporally and hormonally regulated manner. During pregnancy, Runx2 genetic deletion impaired alveolar differentiation in a manner that disrupted alveolar progenitor cell populations. Conversely, exogenous transgenic expression of Runx2 in mammary epithelial cells blocked milk production, suggesting that the decrease in endogenous Runx2 observed late in pregnancy is necessary for full differentiation. In addition, overexpression of Runx2 drove epithelial-to-mesenchymal transition-like changes in normal mammary epithelial cells, whereas Runx2 deletion in basal breast cancer cells inhibited cellular phenotypes associated with tumorigenesis. Notably, loss of Runx2 expression increased tumor latency and enhanced overall survival in a mouse model of breast cancer, with Runx2-deficient tumors exhibiting reduced cell proliferation. Together, our results establish a previously unreported function for Runx2 in breast cancer that may offer a novel generalized route for therapeutic interventions. Cancer Res; 74(18); 5277-86. ©2014 AACR.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,11.036
205,"R. Nishi, P. Wijnhoven, C. le Sage, J. Tjeertes, Y. Galanty, JV. Forment, MJ. Clague, S. Urbé and SP. Jackson, ",Systematic characterization of deubiquitylating enzymes for roles in maintaining genome integrity.,Nature cell biology ,Nat Cell Biol,"1016-26, 1-8",16(10) ,(Oct. 2014). ,25194926,,DOI 10.1038/ncb3028.,"DNA double-strand breaks (DSBs) are perhaps the most toxic of all DNA lesions, with defects in the DNA-damage response to DSBs being associated with various human diseases. Although it is known that DSB repair pathways are tightly regulated by ubiquitylation, we do not yet have a comprehensive understanding of how deubiquitylating enzymes (DUBs) function in DSB responses. Here, by carrying out a multidimensional screening strategy for human DUBs, we identify several with hitherto unknown links to DSB repair, the G2/M DNA-damage checkpoint and genome-integrity maintenance. Phylogenetic analyses reveal functional clustering within certain DUB subgroups, suggesting evolutionally conserved functions and/or related modes of action. Furthermore, we establish that the DUB UCHL5 regulates DSB resection and repair by homologous recombination through protecting its interactor, NFRKB, from degradation. Collectively, our findings extend the list of DUBs promoting the maintenance of genome integrity, and highlight their potential as therapeutic targets for cancer.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,28.213
206,"CC. Davies, E. Harvey, RF. McMahon, KG. Finegan, F. Connor, RJ. Davis, DA. Tuveson and C. Tournier, ",Impaired JNK signaling cooperates with KrasG12D expression to accelerate pancreatic ductal adenocarcinoma.,Cancer research ,Cancer Res,3344-56,74(12) ,(Jun. 2014). ,24713432,,DOI 10.1158/0008-5472.CAN-13-2941.,"The c-Jun N-terminal protein kinase (JNK) and its two direct activators, namely the mitogen-activated protein kinase (MAPK) kinase 4 (MKK4) and MKK7, constitute a signaling node frequently mutated in human pancreatic ductal adenocarcinoma (PDAC). Here we demonstrate the cooperative interaction of endogenous expression of Kras(G12D) with loss-of-function mutations in mkk4 or both, mkk4 and mkk7 genes in the pancreas. More specifically, impaired JNK signaling in a subpopulation of Pdx1-expressing cells dramatically accelerated the appearance of Kras(G12D)-induced acinar-to-ductal metaplasia and pancreatic intraepithelial neoplasias, which rapidly progressed to invasive PDAC within 10 weeks of age. Furthermore, inactivation of mkk4/mkk7 compromised acinar regeneration following acute inflammatory stress by locking damaged exocrine cells in a permanently de-differentiated state. Therefore, we propose that JNK signaling exerts its tumor suppressive function in the pancreas by antagonizing the metaplastic conversion of acinar cells toward a ductal fate capable of responding to oncogenic stimulation.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,11.036
207,"M. Bachman, S. Uribe-Lewis, X. Yang, M. Williams, A. Murrell and S. Balasubramanian, ",5-Hydroxymethylcytosine is a predominantly stable DNA modification.,Nature chemistry ,Nat Chem,1049-55,6(12) ,(Dec. 2014). ,25411882,,DOI 10.1038/nchem.2064.,"5-Hydroxymethylcytosine (hmC) is an oxidation product of 5-methylcytosine which is present in the deoxyribonucleic acid (DNA) of most mammalian cells. Reduction of hmC levels in DNA is a hallmark of cancers. Elucidating the dynamics of this oxidation reaction and the lifetime of hmC in DNA is fundamental to understanding hmC function. Using stable isotope labelling of cytosine derivatives in the DNA of mammalian cells and ultrasensitive tandem liquid-chromatography mass spectrometry, we show that the majority of hmC is a stable modification, as opposed to a transient intermediate. In contrast with DNA methylation, which occurs immediately during replication, hmC forms slowly during the first 30 hours following DNA synthesis. Isotopic labelling of DNA in mouse tissues confirmed the stability of hmC in vivo and demonstrated a relationship between global levels of hmC and cell proliferation. These insights have important implications for understanding the states of chemically modified DNA bases in health and disease.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,24.274
208,"MJ. Booth, G. Marsico, M. Bachman, D. Beraldi and S. Balasubramanian, ",Quantitative sequencing of 5-formylcytosine in DNA at single-base resolution.,Nature chemistry ,Nat Chem,435-40,6(5) ,(May. 2014). ,24755596,,DOI 10.1038/nchem.1893.,"Recently, the cytosine modifications 5-hydroxymethylcytosine (5hmC) and 5-formylcytosine (5fC) were found to exist in the genomic deoxyribonucleic acid (DNA) of a wide range of mammalian cell types. It is now important to understand their role in normal biological function and disease. Here we introduce reduced bisulfite sequencing (redBS-Seq), a quantitative method to decode 5fC in DNA at single-base resolution, based on a selective chemical reduction of 5fC to 5hmC followed by bisulfite treatment. After extensive validation on synthetic and genomic DNA, we combined redBS-Seq and oxidative bisulfite sequencing (oxBS-Seq) to generate the first combined genomic map of 5-methylcytosine, 5hmC and 5fC in mouse embryonic stem cells. Our experiments revealed that in certain genomic locations 5fC is present at comparable levels to 5hmC and 5mC. The combination of these chemical methods can quantify and precisely map these three cytosine derivatives in the genome and will help provide insights into their function.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,24.274
209,"N. Fleeman, K. Payne, WG. Newman, SJ. Howell, A. Boland, J. Oyee, CM. Saborido, AF. Santander and R. Dickson, ",Are health technology assessments of pharmacogenetic tests feasible? A case study of CYP2D6 testing in the treatment of breast cancer with tamoxifen.,Personalized medicine ,Per Med,601-611,10(6) ,(Aug. 2013). ,29776195,,DOI 10.2217/pme.13.60.,"This paper reports the process and experience of the design and conduct of a UK-based health technology assessment (HTA) of CYP2D6 pharmacogenetic testing to inform the targeted use of tamoxifen for the treatment of breast cancer. Examples of particular challenges for conducting a HTA are highlighted. It is clear from the HTA process described here that a common finding of similar future HTAs will have gaps in the evidence base, particularly in relation to evidence to inform cost-effectiveness. The lack of evidence is likely to be sufficiently large to result in extreme uncertainty and possibly decisions not to recommend a pharmacogenetic test for use in clinical practice. This has clear negative implications, which may hamper moving pharmacogenetic tests from the research environment into clinical practice and requires attention from both manufacturers of pharmacogenetic tests and key decision-makers responsible for market authorization and reimbursement.",|Journal Article,"""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
211,"G. Biffi, D. Tannahill, J. Miller, WJ. Howat and S. Balasubramanian, ",Elevated levels of G-quadruplex formation in human stomach and liver cancer tissues.,PloS one ,PLoS One,e102711,9(7) ,(2014). ,25033211,,DOI 10.1371/journal.pone.0102711.,"Four-stranded G-quadruplex DNA secondary structures have recently been visualized in the nuclei of human cultured cells. Here, we show that BG4, a G-quadruplex-specific antibody, can be used to stain DNA G-quadruplex structures in patient-derived tissues using immunohistochemistry. We observe a significantly elevated number of G-quadruplex-positive nuclei in human cancers of the liver and stomach as compared to background non-neoplastic tissue. Our results suggest that G-quadruplex formation can be detected and measured in patient-derived material and that elevated G-quadruplex formation may be a characteristic of some cancers.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
213,"M. Arnold, HE. Karim-Kos, JW. Coebergh, G. Byrnes, A. Antilla, J. Ferlay, AG. Renehan, D. Forman and I. Soerjomataram, ",Recent trends in incidence of five common cancers in 26 European countries since 1988: Analysis of the European Cancer Observatory.,"European journal of cancer (Oxford, England : 1990) ",Eur J Cancer,1164-87,51(9) ,(Jun. 2015). ,24120180,,DOI 10.1016/j.ejca.2013.09.002.,"Individual country- and cancer site-specific studies suggest that the age-adjusted incidence of many common cancers has increased in European populations over the past two decades. To quantify the extent of these trends and the recent burden of cancer, here we present a comprehensive overview of trends in population-based incidence of the five common cancers across Europe derived from a new web-based portal of the European cancer registries.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,10.002
214,"A. Chapman, L. Fernandez del Ama, J. Ferguson, J. Kamarashev, C. Wellbrock and A. Hurlstone, ",Heterogeneous tumor subpopulations cooperate to drive invasion.,Cell reports ,Cell Rep,688-95,8(3) ,(Aug. 2014). ,25066122,,DOI 10.1016/j.celrep.2014.06.045.,"Clonal selection and transcriptional reprogramming (e.g., epithelial-mesenchymal transition or phenotype switching) are the predominant theories thought to underlie tumor progression. However, a ""division of labor"" leading to cooperation among tumor-cell subpopulations could be an additional catalyst of progression. Using a zebrafish-melanoma xenograft model, we found that in a heterogeneous setting, inherently invasive cells, which possess protease activity and deposit extracellular matrix (ECM), co-invade with subpopulations of poorly invasive cells, a phenomenon we term ""cooperative invasion"". Whereas the poorly invasive cells benefit from heterogeneity, the invasive cells switch from protease-independent to an MT1-MMP-dependent mode of invasion. We did not observe changes in expression of the melanoma phenotype determinant MITF during cooperative invasion, thus ruling out the necessity for phenotype switching for invasion. Altogether, our data suggest that cooperation can drive melanoma progression without the need for clonal selection or phenotype switching and can account for the preservation of heterogeneity seen throughout tumor progression.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,9.995
215,"L. Moreno, LV. Marshall, AD. Pearson, B. Morland, M. Elliott, Q. Campbell-Hewson, G. Makin, SE. Halford, G. Acton, P. Ross, S. Kazmi-Stokes, V. Lock, A. Rodriguez, JF. Lyons, AV. Boddy, MJ. Griffin, M. Yule and D. Hargrave, ",A phase I trial of AT9283 (a selective inhibitor of aurora kinases) in children and adolescents with solid tumors: a Cancer Research UK study.,Clinical cancer research : an official journal of the American Association for Cancer Research ,Clin Cancer Res,267-73,21(2) ,(Jan. 2015). ,25370467,,DOI 10.1158/1078-0432.CCR-14-1592.,"A phase I trial of AT9283 (a multitargeted inhibitor of Aurora kinases A and B) was conducted in children and adolescents with solid tumors, to identify maximum-tolerated dose (MTD), safety, efficacy, pharmacokinetics, and pharmacodynamic (PD) activity.","|Clinical Trial, Phase I|Journal Article|Multicenter Study","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,11.036
216,"MR. Girotti and R. Marais, ",Deja Vu: EGF receptors drive resistance to BRAF inhibitors.,Cancer discovery ,Cancer Discov,487-90,3(5) ,(May. 2013). ,23658295,,DOI 10.1158/2159-8290.CD-13-0131.,"The promise of personalized medicine is upon us, and in some cancers, targeted therapies are rapidly becoming the mainstay of treatment for selected patients based on their molecular profile. The protein kinase BRAF is a driver oncogene in both thyroid cancer and melanoma, but while drugs that target BRAF and its downstream signaling pathway are effective in melanoma, they are ineffective in thyroid cancer. In this issue of Cancer Discovery, Montero-Conde and colleagues investigate why thyroid cancer is resistant to BRAF inhibitors despite the presence of BRAF mutation.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,38.272
217,"TJ. Little, S. McKie, RB. Jones, M. D'Amato, C. Smith, O. Kiss, DG. Thompson and JT. McLaughlin, ",Mapping glucose-mediated gut-to-brain signalling pathways in humans.,NeuroImage ,Neuroimage,11-Jan,96,(Aug. 2014). ,24685436,,DOI 10.1016/j.neuroimage.2014.03.059.,"Previous fMRI studies have demonstrated that glucose decreases the hypothalamic BOLD response in humans. However, the mechanisms underlying the CNS response to glucose have not been defined. We recently demonstrated that the slowing of gastric emptying by glucose is dependent on activation of the gut peptide cholecystokinin (CCK1) receptor. Using physiological functional magnetic resonance imaging this study aimed to determine the whole brain response to glucose, and whether CCK plays a central role.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
218,"MV. Gormally, TS. Dexheimer, G. Marsico, DA. Sanders, C. Lowe, D. Matak-Vinković, S. Michael, A. Jadhav, G. Rai, DJ. Maloney, A. Simeonov and S. Balasubramanian, ",Suppression of the FOXM1 transcriptional programme via novel small molecule inhibition.,Nature communications ,Nat Commun,5165,5,(Nov. 2014). ,25387393,,DOI 10.1038/ncomms6165.,"The transcription factor FOXM1 binds to sequence-specific motifs on DNA (C/TAAACA) through its DNA-binding domain (DBD) and activates proliferation- and differentiation-associated genes. Aberrant overexpression of FOXM1 is a key feature in oncogenesis and progression of many human cancers. Here--from a high-throughput screen applied to a library of 54,211 small molecules--we identify novel small molecule inhibitors of FOXM1 that block DNA binding. One of the identified compounds, FDI-6 (NCGC00099374), is characterized in depth and is shown to bind directly to FOXM1 protein, to displace FOXM1 from genomic targets in MCF-7 breast cancer cells, and induce concomitant transcriptional downregulation. Global transcript profiling of MCF-7 cells by RNA-seq shows that FDI-6 specifically downregulates FOXM1-activated genes with FOXM1 occupancy confirmed by ChIP-PCR. This small molecule-mediated effect is selective for FOXM1-controlled genes with no effect on genes regulated by homologous forkhead family factors.","|Journal Article|Research Support, N.I.H., Extramural","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,17.694
219,"F. Zhang, M. Tsunoda, Y. Kikuchi, O. Wilkinson, CL. Millington, GP. Margison, DM. Williams and A. Takénaka, ",O⁶-carboxymethylguanine in DNA forms a sequence context-dependent wobble base-pair structure with thymine.,"Acta crystallographica. Section D, Biological crystallography ",Acta Crystallogr D Biol Crystallogr,1669-79,70(Pt 6) ,(Jun. 2014). ,24914978,,DOI 10.1107/S1399004714006178.,"N-Nitrosation of glycine and its derivatives generates potent alkylating agents that can lead to the formation of O(6)-carboxymethylguanine (O(6)-CMG) in DNA. O(6)-CMG has been identified in DNA derived from human colon tissue and its occurrence has been linked to diets high in red and processed meats, implying an association with the induction of colorectal cancer. By analogy to O(6)-methylguanine, O(6)-CMG is expected to be mutagenic, inducing G-to-A mutations that may be the molecular basis of increased cancer risk. Previously, the crystal structure of the DNA dodecamer d(CGCG[O(6)-CMG]ATTCGCG) has been reported, in which O(6)-CMG forms a Watson-Crick-type pair with thymine similar to the canonical A:T pair. In order to further investigate the versatility of O(6)-CMG in base-pair formation, the structure of the DNA dodecamer d(CGC[O(6)-CMG]AATTTGCG) containing O(6)-CMG at a different position has been determined by X-ray crystallography using four crystal forms obtained under conditions containing different solvent ions (Sr(2+), Ba(2+), Mg(2+), K(+) or Na(+)) with and without Hoechst 33258. The most striking finding is that the pairing modes of O(6)-CMG with T are quite different from those previously reported. In the present dodecamer, the T bases are displaced (wobbled) into the major groove to form a hydrogen bond between the thymine N(3) N-H and the carboxyl group of O(6)-CMG. In addition, a water molecule is bridged through two hydrogen bonds between the thymine O(2) atom and the 2-amino group of O(6)-CMG to stabilize the pairing. These interaction modes commonly occur in the four crystal forms, regardless of the differences in crystallization conditions. The previous and the present results show that O(6)-CMG can form a base pair with T in two alternative modes: the Watson-Crick type and a high-wobble type, the nature of which may depend on the DNA-sequence context.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
220,"J. Cummings, K. Morris, C. Zhou, R. Sloane, M. Lancashire, D. Morris, S. Bramley, M. Krebs, L. Khoja and C. Dive, ",Method validation of circulating tumour cell enumeration at low cell counts.,BMC cancer ,BMC Cancer,415,13,(Sep. 2013). ,24024881,,DOI 10.1186/1471-2407-13-415.,"Circulating tumour cells (CTC) are receiving increasing attention as prognostic, predictive and pharmacodynamic biomarkers in cancer patients. However, their clinical significance can be dependent on an accurate determination of CTC around cut-off values at low cell counts (<10 cells/7.5 ml). Consequently, we have conducted method validation of the CellSearch™ system focusing on clinical samples containing CTC in the cut-off region.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,N,
221,"FC. Martins, Id. Santiago, A. Trinh, J. Xian, A. Guo, K. Sayal, M. Jimenez-Linan, S. Deen, K. Driver, M. Mack, J. Aslop, PD. Pharoah, F. Markowetz and JD. Brenton, ",Combined image and genomic analysis of high-grade serous ovarian cancer reveals PTEN loss as a common driver event and prognostic classifier.,Genome biology ,Genome Biol,526,15(12) ,(Dec. 2014). ,25608477,,DOI 10.1186/s13059-014-0526-8.,TP53 and BRCA1/2 mutations are the main drivers in high-grade serous ovarian carcinoma (HGSOC). We hypothesise that combining tissue phenotypes from image analysis of tumour sections with genomic profiles could reveal other significant driver events.,"|Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,17.906
222,"JT. Lynch, TD. Somerville, GJ. Spencer, X. Huang and TC. Somervaille, ",TTC5 is required to prevent apoptosis of acute myeloid leukemia stem cells.,Cell death & disease ,Cell Death Dis,e573,4(4) ,(Apr. 2013). ,23559008,,DOI 10.1038/cddis.2013.107.,"Using a screening strategy, we identified the tetratricopeptide repeat (TPR) motif protein, Tetratricopeptide repeat domain 5 (TTC5, also known as stress responsive activator of p300 or Strap) as required for the survival of human acute myeloid leukemia (AML) cells. TTC5 is a stress-inducible transcription cofactor known to interact directly with the histone acetyltransferase EP300 to augment the TP53 response. Knockdown (KD) of TTC5 induced apoptosis of both murine and human AML cells, with concomitant loss of clonogenic and leukemia-initiating potential; KD of EP300 elicited a similar phenotype. Consistent with the physical interaction of TTC5 and EP300, the onset of apoptosis following KD of either gene was preceded by reduced expression of BCL2 and increased expression of pro-apoptotic genes. Forced expression of BCL2 blocked apoptosis and partially rescued the clonogenic potential of AML cells following TTC5 KD. KD of both genes also led to the accumulation of MYC, an acetylation target of EP300, and the form of MYC that accumulated exhibited relative hypoacetylation at K148 and K157, residues targeted by EP300. In view of the ability of excess cellular MYC to sensitize cells to apoptosis, our data suggest a model whereby TTC5 and EP300 cooperate to prevent excessive accumulation of MYC in AML cells and their sensitization to cell death. They further reveal a hitherto unappreciated role for TTC5 in leukemic hematopoiesis.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,9.685
223,"KA. Gelato, M. Tauber, MS. Ong, S. Winter, K. Hiragami-Hamada, J. Sindlinger, A. Lemak, Y. Bultsma, S. Houliston, D. Schwarzer, N. Divecha, CH. Arrowsmith and W. Fischle, ",Accessibility of different histone H3-binding domains of UHRF1 is allosterically regulated by phosphatidylinositol 5-phosphate.,Molecular cell ,Mol Cell,905-919,54(6) ,(Jun. 2014). ,24813945,,DOI 10.1016/j.molcel.2014.04.004.,"UHRF1 is a multidomain protein crucially linking histone H3 modification states and DNA methylation. While the interaction properties of its specific domains are well characterized, little is known about the regulation of these functionalities. We show that UHRF1 exists in distinct active states, binding either unmodified H3 or the H3 lysine 9 trimethylation (H3K9me3) modification. A polybasic region (PBR) in the C terminus blocks interaction of a tandem tudor domain (TTD) with H3K9me3 by occupying an essential peptide-binding groove. In this state the plant homeodomain (PHD) mediates interaction with the extreme N terminus of the unmodified H3 tail. Binding of the phosphatidylinositol phosphate PI5P to the PBR of UHRF1 results in a conformational rearrangement of the domains, allowing the TTD to bind H3K9me3. Our results define an allosteric mechanism controlling heterochromatin association of an essential regulatory protein of epigenetic states and identify a functional role for enigmatic nuclear phosphatidylinositol phosphates.","|Journal Article|Research Support, Non-U.S. Gov't","""Manchester Cancer Research Centre"" OR ""University of Manchester"" OR ""Cancer research UK"" OR ""The Christie NHS Foundation Trust"" AND 2013[dp]:2014[dp]",Center,Y,19.328
